epoch,mean_l2,std_l2
64,3.287430866898447,0.43763901830954066
65,3.224845794111125,0.4427148237344666
66,3.2610043226736756,0.45386430940314726
67,3.257611488607706,0.4204424687113452
68,3.2536190095945647,0.4657283503848747
69,3.2376956682901317,0.43184173758398187
70,3.32511194575258,0.42150161031614175
71,3.3019190271005394,0.44440535251265556
72,3.283520794378287,0.4589816563855368
73,3.3027631826350516,0.4294846318686886
74,3.28274052096371,0.4504931262637793
75,3.273924721515165,0.4339100487288525
76,3.3133377193439015,0.4413696470920526
77,3.2900504256236114,0.421499230477465
78,3.327207113160101,0.43020265464310686
79,3.3368041811003066,0.4603354188465151
80,3.283140192418045,0.4685601391327809
81,3.3094381290413404,0.45452710326704543
82,3.291939223792048,0.4346064252140762
83,3.3137457740940204,0.4346971507249688
84,3.272087823166198,0.4213562856219348
85,3.2778312000040675,0.42052035300858726
86,3.285378550787595,0.44074288366862246
87,3.2908119547631465,0.4439885615381817
88,3.2869412929590918,0.4385940434351313
89,3.265301807085721,0.437159314780646
90,3.255381495421424,0.43957809632972505
91,3.2633970457416552,0.44087422220766775
92,3.277989571537983,0.43936752886556574
93,3.2498115724516916,0.4553784176663422
94,3.2729180784909486,0.4277758362859131
95,3.2143249849936004,0.4618615449044675
96,3.225172300294498,0.43167588896805476
97,3.2488259424223553,0.4666474605903617
98,3.2202506951384935,0.4538010416564904
99,3.232713036882954,0.45962390847374285
100,3.194639655864308,0.45933734185596536
101,3.1903366693543944,0.4316136662565748
102,3.1799466092497006,0.44975850567842085
103,3.214954769164999,0.4372790448548795
104,3.158418663197843,0.4338888497859424
105,3.1802540972705087,0.43170306325965707
106,3.1201584835590928,0.4578127182706216
107,3.1684428296964193,0.4466087755297049
108,3.0908783919646425,0.44505550038663416
109,3.1379209062409634,0.4619375876970011
110,3.1381353007810473,0.4573214530177365
111,3.1542356030757883,0.44502713123546117
112,3.1204194205235782,0.4661391162884251
113,3.127956555174725,0.4637076338519415
114,3.119715072225597,0.42733511282934566
115,3.0745858048554884,0.45959512662171376
116,3.123790471814861,0.4347452502628455
117,3.1436084377448696,0.4573528817028611
118,3.0963277129806976,0.4345663573777837
119,3.149660408360233,0.42165411236700284
120,3.073534389198491,0.42320137766506044
121,3.0581367518987665,0.430374338276158
122,3.0945244666952036,0.4335295059426164
123,3.092628021930009,0.447729451760546
124,3.064870636377745,0.43316971125398246
125,3.0751188530053084,0.466761518228818
126,3.0591817102620222,0.43989365606639214
127,3.0752033843653246,0.44708689935218154
128,3.1027286324662975,0.44167558870534385
129,3.0492831886856546,0.4674961776251604
130,3.0704426830097966,0.42670577299737655
131,3.100458929851716,0.46092855857133636
132,3.06661379505991,0.43318701176669805
133,3.1091762289445604,0.4564882472532379
134,3.0546051371629264,0.42080530444689385
135,3.0612367143675168,0.45701423443273365
136,3.0946490705811263,0.4401030955219592
137,3.070604593537325,0.43513101544492966
138,3.11315707458289,0.42325257977005887
139,3.083667339493124,0.4578141825644676
140,3.0956527905948246,0.4461049120359116
141,3.0739792219278654,0.43543621295308876
142,3.0505416614650254,0.445852949704786
143,3.134169274121239,0.4632211062180399
144,3.096271500359301,0.4220550394113463
145,3.113412179578097,0.46902015627060867
146,3.1513646985540804,0.46354354080046273
147,3.1618098297251094,0.45932041122661144
148,3.1154761931769173,0.4453305772951125
149,3.138379503603643,0.459840073010276
150,3.1574618660345246,0.4645047435284001
151,3.1840784815998275,0.4665065905458629
152,3.1641053651809883,0.42053574984475967
153,3.1612307216044226,0.42033488694944066
154,3.186675490017498,0.42989000841069347
155,3.1775491610259583,0.4248041094675757
156,3.1765443939401137,0.4230237799949886
157,3.2111501492595864,0.43819104809689163
158,3.1896173352864285,0.43605444321999004
159,3.1788238644918763,0.46327987623725303
160,3.182739129044284,0.42703602487109066
161,3.1890382961624835,0.4443513524998686
162,3.212575952857321,0.46672088375147597
163,3.253372776695932,0.45507772465452273
164,3.255972452977851,0.44654520662603975
165,3.28104228989784,0.43611952199467513
166,3.253969083081512,0.43248704576616975
167,3.2591413696678613,0.43207337568414406
168,3.273822073579377,0.42800363617228976
169,3.264117370336236,0.42259471659466963
170,3.2858265057813583,0.4528556642685065
171,3.285259464817087,0.4281524962258036
172,3.2832187980472494,0.4461472650443941
173,3.267777806489128,0.46514910956603905
174,3.318792922164758,0.4444958405611829
175,3.277075457272267,0.43118941867885
176,3.2807636306788917,0.46037630749004954
177,3.2815092913480948,0.42742894900236983
178,3.2713546391274324,0.4586803235705723
179,3.3159090463041196,0.4369183476132364
180,3.3431388408097313,0.46180725556592495
181,3.3554957549305593,0.4537428343767302
182,3.3065049027959326,0.4332097821498138
183,3.310965650100985,0.42600750710388746
184,3.2919109485252043,0.4308572089490827
185,3.3315129450965046,0.43666434169752466
186,3.3106429376139963,0.4606782399400654
187,3.2358049504832294,0.43897008839278395
188,3.304280863745484,0.433226196384166
189,3.2670400286959778,0.465557722835698
190,3.3360038700205643,0.46585208196731687
191,3.3050093839056234,0.4535448249076416
192,3.305100726323717,0.46716358324766916
193,3.302282645111442,0.4467455970989806
194,3.2868657384394284,0.4357126393758181
195,3.268241814029547,0.4528662822621951
196,3.2582938903267555,0.4276377967360333
197,3.3027445047019786,0.45204897530401117
198,3.2813207774679167,0.4484960150558813
199,3.2289487168388833,0.4512938856356513
200,3.2429857514107088,0.4313595124351756
