epoch,train_loss,val_loss,train_auc,val_auc,lr,grad_norm,gpu_mem_mb
54,0.8295526226447788,1.1287814381716628,0.7185309921173003,0.7278850511398519,0.0006821694770335482,1.1667176411733604,1682
55,0.8222586782315257,1.1230519723164492,0.7209786675889561,0.7331704627169882,0.0006715998910228298,1.1770975776017025,1736
56,0.7942734511330655,1.074166767546163,0.7202490523333283,0.7345111098162985,0.0006609426516325859,1.3025071206348269,1702
57,0.7821532244912326,1.066682829687168,0.729351839373542,0.7357348588929362,0.0006502032025903355,1.2523134172055885,1708
58,0.7684414052743072,1.0409698496227775,0.7330076711315505,0.7361370819584487,0.0006393870296163616,1.0673357325814845,1644
59,0.765949057291817,1.0138940440802728,0.734433557504847,0.7396916995250864,0.0006284996576216013,1.2408467959784168,1695
60,0.772347638748078,1.0145048525546818,0.7227004619614308,0.7375301402725255,0.0006175466478855161,1.2679974068191497,1718
61,0.7456131557322262,1.023974421747247,0.718756616288964,0.7397487187793182,0.0006065335952153845,1.2228856225833493,1659
62,0.7278885274481814,1.0253708781279223,0.7438752934894365,0.751387595752709,0.0005954661250884703,1.072369353332525,1705
63,0.759891964725074,1.0372585490233095,0.7415019187884143,0.7451130319390172,0.0005843498907785237,1.0758602578791798,1667
64,0.7336998428022755,1.0116073703292219,0.728108330891778,0.7424303491996449,0.0005731905704680834,1.0056201054110105,1659
65,0.7115401225014808,1.0138524145754115,0.7293969940438406,0.7393309249511842,0.0005619938643480561,1.0072302785023,1680
66,0.6985648690096344,1.0273378268231341,0.725614690338821,0.7431344384924807,0.0005507654917060542,1.1317648443277226,1729
67,0.6860402277409868,1.0133552911364423,0.7385181808688864,0.7444352331285319,0.0005395111880049775,0.9805736606854852,1668
68,0.647035271832425,1.0139294349673404,0.7253365355527035,0.7471517036911705,0.0005282367019533349,1.0514732444481882,1661
69,0.6372314851562724,1.0052093192895661,0.738504638346939,0.7554559851393726,0.000516947792568798,1.0919774773617632,1700
70,0.6258923212321504,1.0214448300114967,0.744984341299575,0.7518341793519941,0.0005056502262364899,0.991715127810155,1670
71,0.6167269015508474,1.001766503748291,0.7489214386334349,0.7555603701714046,0.0004943497737635102,0.8980065273199302,1725
72,0.5896294068165058,1.0293727319106112,0.7437364822735338,0.7533235703641371,0.00048305220743120197,1.0317961142522132,1707
73,0.5970120104227685,1.0373061167520141,0.7312995832711571,0.7515333249388964,0.00047176329804666514,0.8756005323808287,1669
74,0.5830207417947173,1.0453267538072308,0.7358948571094059,0.7506658525491662,0.00046048881199502265,0.8939087454384623,1643
75,0.5709341150985423,1.0362096941651309,0.7505258986439034,0.7604810854149147,0.000449234508293946,1.0164781890690335,1654
76,0.5578492129450692,1.0368122611240527,0.7513383506110534,0.7588295213785602,0.000438006135651944,0.9909308275281523,1680
77,0.5687491860451777,1.038299994691117,0.7535721130999062,0.7573312853139692,0.00042680942953191676,0.9590946648446643,1663
78,0.565011492391007,1.0202290098011046,0.7408821800238224,0.7523375980894349,0.0004156501092214764,0.9080383290645897,1632
79,0.5454701005689574,1.035105799769757,0.7462347020790674,0.7562847555587413,0.00040453387491152983,0.7690280154991284,1670
80,0.5163938472936105,1.021604035828299,0.7573555821290621,0.761725355395182,0.0003934664047846156,0.8749968408750539,1721
81,0.5320038551777608,0.9884293704300218,0.7364796881856851,0.7527546386446775,0.000382453352114484,0.8554331785717898,1716
82,0.5245920489557435,1.003600538861751,0.7457126245865231,0.7574624219903979,0.00037150034237839867,0.9007413687891535,1643
83,0.4986485530093809,0.9955560616286226,0.7587355963497268,0.7669378791794297,0.00036061297038363847,0.8862129328509194,1721
84,0.4823597098793823,1.0000579992874215,0.7543204818018383,0.7664552787383535,0.00034979679740966465,0.829249087330097,1673
85,0.48696430440451943,0.9662351032466872,0.7468652840802797,0.7543240158553534,0.00033905734836741416,0.8449177173062777,1646
86,0.48626415511422066,0.9564457853639522,0.7512113533824262,0.7685430668711002,0.00032840010897717035,0.9821642883942034,1666
87,0.49819116266466584,0.9449818388896213,0.7546814125225572,0.7688120790580483,0.000317830522966452,0.7053871760758122,1686
88,0.5019116323069969,0.9064814588207261,0.7563725941116788,0.7690834538216562,0.000307353989289352,0.8939557814679022,1702
89,0.5084700860632823,0.9088586610901276,0.770795749403871,0.7736056190263692,0.0002969758593687475,0.9251966161712633,1673
90,0.4934353388202329,0.9203169967940675,0.7550408874134619,0.7666217118139578,0.00028670143436278754,0.7664544405652726,1745
91,0.47903114386500745,0.91282619640465,0.7539229097867837,0.7681444434967712,0.00027653596245705736,0.650083792417698,1691
92,0.4678733964688727,0.8944634879817572,0.7636444243006776,0.7659832056943818,0.0002664846361837997,0.7846205374756251,1716
93,0.46333799604805553,0.8841605631377046,0.7469298355972068,0.7673482821092388,0.00025655258976956506,0.7460949737494834,1729
94,0.44793131633890987,0.8978620326252845,0.761165876354227,0.7699765922091546,0.0002467448965126443,0.6412006678017332,1713
95,0.43466724905011245,0.9061948833297824,0.7593384639152085,0.7735522177226496,0.00023706656619162274,0.7690175880382035,1738
96,0.3932605421575516,0.9163561640840334,0.7556527910255273,0.7671770261449025,0.00022752254250638126,0.6706977722420682,1648
97,0.38809936293933206,0.9262284207731025,0.7643839417577027,0.7800794847369635,0.00021811770055284968,0.5843728214803381,1733
98,0.3684286746610207,0.9169154420190969,0.7570380710496571,0.7723033435101708,0.00020885684433280332,0.729175422831873,1693
99,0.3501864099707543,0.9058001448942882,0.7591568203876912,0.7743444196382084,0.00019974470429997483,0.6428845695049664,1652
100,0.37299043012463434,0.8774641265439336,0.7620947352596129,0.7727480665797636,0.00019078593494373342,0.8077416346081968,1747
101,0.35902879079765276,0.8356873643287335,0.7648463239927572,0.7775722316403245,0.000181985112411569,0.5565061883605826,1720
102,0.3561856323121872,0.8481296122442947,0.7523656148796185,0.7725013625096903,0.00017334673217158974,0.6891725402383464,1747
103,0.34480235725266,0.8621183726869108,0.7740836138795355,0.782365047806189,0.0001648752067162347,0.6118843890872081,1679
104,0.3503197971555951,0.8533026844389345,0.7697817747734497,0.7792667604001391,0.0001565748633083679,0.6902770560837522,1666
105,0.31362506354131997,0.8518998223929618,0.7677574103307647,0.777715154254037,0.00014844994177090853,0.6972572259543733,1723
106,0.323831306107368,0.837880154342001,0.7696636939603898,0.7763216518455344,0.00014050459232112635,0.6324696699237276,1647
107,0.34573535243481807,0.8162506492647094,0.7676698597693943,0.7776933313132314,0.0001327428734507058,0.5446838939577011,1633
108,0.34394888585324457,0.8302875959257284,0.7635779289155394,0.7801026141327205,0.0001251687498526651,0.9009250298472908,1742
109,0.3341875593218526,0.8350703605260168,0.763873750295546,0.7760949095941913,0.00011778609039618815,0.5530629710635246,1733
110,0.3282365363223718,0.8420510383561624,0.7719005302194475,0.7823038138045829,0.00011059866615040204,0.6495672026884327,1741
111,0.32979332056638294,0.8348313262250427,0.7633180393894345,0.7729438523469031,0.0001036101484581115,0.6004957827688743,1700
112,0.3430317713626389,0.834359198365214,0.7663479271175955,0.7757140323116991,9.682410706047429e-05,0.4709592781361439,1674
113,0.3375701634693848,0.8161915645329743,0.7578299094366651,0.7756694435954006,9.024400827357343e-05,0.7054530258326248,1703
114,0.3469909603536153,0.7973483503447485,0.7716961819369149,0.7824916699215367,8.387321321781993e-05,0.568706854398605,1639
115,0.3336288229366968,0.7866254494806773,0.7735246130269949,0.7865057803920491,7.771497610108991e-05,0.5515130561694275,1685
116,0.30767929233575225,0.7859286771926519,0.7664457104333325,0.7700726603655391,7.177244255647197e-05,0.5692157461188135,1723
117,0.30302786015154026,0.7648262006851193,0.7637673896081837,0.7746807752786397,6.604864803547511e-05,0.5321372076421732,1637
118,0.27874525961077345,0.7981901112171214,0.7639310690026371,0.7745649906271771,6.054651625751706e-05,0.6927235077627362,1654
119,0.2848501871205966,0.8105289688963326,0.780356052578644,0.7831967394052816,5.52688577164861e-05,0.561134418393295,1638
120,0.2724394221852136,0.788094849389251,0.7624479347165314,0.7879057803920491,5.0218368245137704e-05,0.6655242769221533,1677
121,0.29307886492630514,0.8018692039303748,0.7705230150458675,0.7784499251107396,4.53976276380616e-05,0.4042986196267878,1643
122,0.2656484388808819,0.8168102456059659,0.7672933514218967,0.7772910996547034,4.080909833391944e-05,0.6329541682257167,1724
123,0.26087998153172737,0.8088474579198344,0.7703532850074186,0.7817228651875292,3.6455124157629804e-05,0.5370924825413437,1737
124,0.2687995890091488,0.7926317917717448,0.7679962358395588,0.7800345186748101,3.2337929123139434e-05,0.527075358207492,1733
125,0.264835309760961,0.7790277746417928,0.7727579901195978,0.78295117856982,2.845961629739552e-05,0.5694862079304096,1717
126,0.2826794984101993,0.7345502678974722,0.7755370777662687,0.7822836173445845,2.4822166726096773e-05,0.5730291861974309,1720
127,0.2725871992415743,0.7493972352626285,0.7726711413515418,0.7746756655330409,2.142743842177386e-05,0.49981005818470253,1716
128,0.26038442135259593,0.7372747262706737,0.7695090546759281,0.7821468488694171,1.827716541471486e-05,0.5568675718629303,1745
129,0.26,0.7349573891069802,0.7795371557516525,0.7817964958612139,1.5372956867220676e-05,0.4670465235470249,1689
130,0.26,0.695638527210463,0.7603589499287768,0.776921609991761,1.2716296251644e-05,0.51786807017054,1666
131,0.26,0.697630500384084,0.7649431847751641,0.7769771444463182,1.0308540592629811e-05,0.49988201382670683,1734
132,0.26,0.7195500628361146,0.7587604136377591,0.7780759768686438,8.150919773946164e-06,0.45496995750827607,1644
133,0.2705409231556096,0.774867662815543,0.7652405810639156,0.7777765819440958,6.2445359102586975e-06,0.4446359474009761,1671
134,0.2606482783962608,0.755134285180957,0.7650585147382415,0.7740021740908256,4.590362784169022e-06,0.4574888047862097,1646
135,0.27691550789990466,0.746455828413296,0.7683626498350636,0.7787282211378128,3.1892453488058803e-06,0.38062121887293493,1646
136,0.27696704464896665,0.7473004133719117,0.7757113297656334,0.7851791060346086,2.0418992962224494e-06,0.5673037767079616,1719
137,0.26,0.7653659142563931,0.7676808839826453,0.780383029734652,1.1489106918200486e-06,0.48042031050768225,1646
138,0.2746316574729965,0.7433529428354261,0.7684640600011953,0.7821853488031411,5.107356749853298e-07,0.42615144170836095,1738
139,0.27638374657075065,0.7183406836024303,0.7629277788364054,0.7775972849113061,1.2770022609409627e-07,0.5090880718799614,1699
