row_index,record_id,y,split
626,R00626,1,test
627,R00627,0,val
628,R00628,0,test
629,R00629,0,test
630,R00630,0,test
631,R00631,0,train
632,R00632,0,val
633,R00633,0,train
634,R00634,0,train
635,R00635,0,train
636,R00636,0,train
637,R00637,0,test
638,R00638,0,test
639,R00639,0,train
640,R00640,0,train
641,R00641,0,test
642,R00642,0,train
643,R00643,0,train
644,R00644,0,train
645,R00645,0,train
646,R00646,0,train
647,R00647,0,train
648,R00648,0,train
649,R00649,0,train
650,R00650,0,train
651,R00651,0,test
652,R00652,0,test
653,R00653,0,train
654,R00654,0,train
655,R00655,0,train
656,R00656,0,train
657,R00657,0,test
658,R00658,0,val
659,R00659,0,train
660,R00660,0,test
661,R00661,1,val
662,R00662,0,train
663,R00663,0,train
664,R00664,0,train
665,R00665,0,val
666,R00666,0,val
667,R00667,0,train
668,R00668,0,train
669,R00669,1,train
670,R00670,1,test
671,R00671,0,train
672,R00672,0,train
673,R00673,0,test
674,R00674,0,train
675,R00675,0,train
676,R00676,0,test
677,R00677,0,val
678,R00678,0,test
679,R00679,0,test
680,R00680,0,test
681,R00681,0,train
682,R00682,0,train
683,R00683,0,train
684,R00684,1,train
685,R00685,0,train
686,R00686,0,train
687,R00687,0,train
688,R00688,0,train
689,R00689,0,val
690,R00690,0,train
691,R00691,0,train
692,R00692,0,train
693,R00693,0,val
694,R00694,0,val
695,R00695,0,test
696,R00696,0,train
697,R00697,0,train
698,R00698,0,train
699,R00699,0,train
700,R00700,0,train
701,R00701,0,train
702,R00702,0,train
703,R00703,0,test
704,R00704,1,train
705,R00705,0,train
706,R00706,0,train
707,R00707,0,train
708,R00708,0,train
709,R00709,0,train
710,R00710,0,train
711,R00711,0,train
712,R00712,0,train
713,R00713,0,test
714,R00714,0,train
715,R00715,0,train
716,R00716,0,val
717,R00717,0,train
718,R00718,0,train
719,R00719,0,val
720,R00720,0,train
721,R00721,0,train
722,R00722,0,test
723,R00723,0,test
724,R00724,0,train
725,R00725,0,test
726,R00726,0,train
727,R00727,0,train
728,R00728,0,train
729,R00729,0,train
730,R00730,0,train
731,R00731,0,train
732,R00732,0,val
733,R00733,0,test
734,R00734,0,train
735,R00735,0,val
736,R00736,0,train
737,R00737,0,train
738,R00738,0,train
739,R00739,0,train
740,R00740,0,test
741,R00741,0,train
742,R00742,0,test
743,R00743,0,train
744,R00744,0,train
745,R00745,0,train
746,R00746,0,train
747,R00747,0,test
748,R00748,0,train
749,R00749,0,train
750,R00750,0,train
751,R00751,0,val
752,R00752,0,train
753,R00753,0,train
754,R00754,0,train
755,R00755,0,train
756,R00756,0,train
757,R00757,0,val
758,R00758,0,test
759,R00759,0,test
760,R00760,0,test
761,R00761,0,train
762,R00762,1,train
763,R00763,0,train
764,R00764,0,train
765,R00765,0,train
766,R00766,0,train
767,R00767,0,val
768,R00768,0,train
769,R00769,0,train
770,R00770,1,train
771,R00771,0,train
772,R00772,0,train
773,R00773,1,train
774,R00774,0,test
775,R00775,0,train
776,R00776,0,train
777,R00777,0,train
778,R00778,0,test
779,R00779,0,train
780,R00780,0,test
781,R00781,0,train
782,R00782,0,train
783,R00783,0,train
784,R00784,0,train
785,R00785,0,train
786,R00786,0,val
787,R00787,0,train
788,R00788,0,train
789,R00789,0,train
790,R00790,0,train
791,R00791,0,train
792,R00792,0,test
793,R00793,0,train
794,R00794,0,test
795,R00795,0,train
796,R00796,0,train
797,R00797,0,train
798,R00798,0,train
799,R00799,1,train
800,R00800,0,train
801,R00801,0,train
802,R00802,0,train
803,R00803,0,train
804,R00804,0,val
805,R00805,0,train
806,R00806,0,train
807,R00807,0,val
808,R00808,0,train
809,R00809,0,val
810,R00810,0,train
811,R00811,1,train
812,R00812,0,train
813,R00813,0,train
814,R00814,0,train
815,R00815,1,train
816,R00816,0,test
817,R00817,0,train
818,R00818,0,train
819,R00819,0,train
820,R00820,0,train
821,R00821,0,train
822,R00822,0,train
823,R00823,0,val
824,R00824,0,train
825,R00825,0,train
826,R00826,0,train
827,R00827,0,val
828,R00828,0,train
829,R00829,0,train
830,R00830,0,train
831,R00831,0,test
832,R00832,0,train
833,R00833,0,train
834,R00834,1,train
835,R00835,0,train
836,R00836,0,train
837,R00837,1,train
838,R00838,0,train
839,R00839,0,test
840,R00840,0,train
841,R00841,0,train
842,R00842,0,train
843,R00843,0,train
844,R00844,0,val
845,R00845,0,train
846,R00846,0,train
847,R00847,0,train
848,R00848,0,val
849,R00849,0,val
850,R00850,0,train
851,R00851,0,train
852,R00852,0,train
853,R00853,0,train
854,R00854,0,train
855,R00855,0,train
856,R00856,1,train
857,R00857,1,train
858,R00858,0,train
859,R00859,0,val
860,R00860,0,train
861,R00861,0,train
862,R00862,0,train
863,R00863,0,test
864,R00864,0,train
865,R00865,0,train
866,R00866,0,train
867,R00867,0,train
868,R00868,0,train
869,R00869,1,train
870,R00870,0,train
871,R00871,1,train
872,R00872,0,test
873,R00873,0,train
874,R00874,0,train
875,R00875,0,train
876,R00876,0,val
877,R00877,0,train
878,R00878,0,test
879,R00879,0,val
880,R00880,0,train
881,R00881,0,train
882,R00882,0,train
883,R00883,0,train
884,R00884,0,test
885,R00885,0,train
886,R00886,0,val
887,R00887,0,train
888,R00888,0,train
889,R00889,0,train
890,R00890,0,train
891,R00891,0,train
892,R00892,0,train
893,R00893,0,train
894,R00894,0,train
895,R00895,0,train
896,R00896,0,train
897,R00897,0,train
898,R00898,0,test
899,R00899,0,test
900,R00900,0,train
901,R00901,0,val
902,R00902,0,val
903,R00903,0,train
904,R00904,0,train
905,R00905,0,train
906,R00906,0,train
907,R00907,0,val
908,R00908,0,train
909,R00909,0,test
910,R00910,0,train
911,R00911,0,test
912,R00912,0,train
913,R00913,0,train
914,R00914,0,train
915,R00915,0,test
916,R00916,0,train
917,R00917,0,train
918,R00918,0,train
919,R00919,0,train
920,R00920,0,test
921,R00921,0,train
922,R00922,0,test
923,R00923,0,train
924,R00924,1,val
925,R00925,0,train
926,R00926,0,test
927,R00927,0,train
928,R00928,0,train
929,R00929,0,val
930,R00930,0,test
931,R00931,0,train
932,R00932,0,test
933,R00933,0,train
934,R00934,0,train
935,R00935,0,train
936,R00936,0,train
937,R00937,1,train
938,R00938,0,train
939,R00939,0,val
940,R00940,0,test
941,R00941,0,train
942,R00942,1,train
943,R00943,0,val
944,R00944,0,train
945,R00945,0,val
946,R00946,0,train
947,R00947,0,test
948,R00948,0,test
949,R00949,0,test
950,R00950,0,train
951,R00951,0,val
952,R00952,0,train
953,R00953,0,test
954,R00954,0,val
955,R00955,0,train
956,R00956,0,train
957,R00957,1,test
958,R00958,0,train
959,R00959,0,train
960,R00960,0,train
961,R00961,0,val
962,R00962,0,train
963,R00963,0,train
964,R00964,0,test
965,R00965,0,train
966,R00966,0,val
967,R00967,0,train
968,R00968,0,train
969,R00969,0,train
970,R00970,0,train
971,R00971,0,test
972,R00972,0,train
973,R00973,0,train
974,R00974,0,train
975,R00975,0,train
976,R00976,0,test
977,R00977,0,train
978,R00978,0,train
979,R00979,0,test
980,R00980,1,train
981,R00981,0,train
982,R00982,0,val
983,R00983,0,train
984,R00984,0,test
985,R00985,0,train
986,R00986,0,test
987,R00987,0,train
988,R00988,0,train
989,R00989,0,test
990,R00990,0,test
991,R00991,0,train
992,R00992,0,train
993,R00993,0,train
994,R00994,0,train
995,R00995,0,train
996,R00996,0,train
997,R00997,0,train
998,R00998,0,train
999,R00999,0,train
1000,R01000,0,train
1001,R01001,1,train
1002,R01002,0,test
1003,R01003,0,train
1004,R01004,0,train
1005,R01005,1,test
1006,R01006,0,val
1007,R01007,0,val
1008,R01008,0,val
1009,R01009,0,val
1010,R01010,0,test
1011,R01011,0,val
1012,R01012,0,train
1013,R01013,0,train
1014,R01014,0,train
1015,R01015,0,test
1016,R01016,0,val
1017,R01017,0,train
1018,R01018,0,test
1019,R01019,0,test
1020,R01020,0,test
1021,R01021,0,train
1022,R01022,0,train
1023,R01023,0,train
1024,R01024,0,train
1025,R01025,0,train
1026,R01026,0,train
1027,R01027,0,val
1028,R01028,0,val
1029,R01029,1,val
1030,R01030,0,train
1031,R01031,0,train
1032,R01032,0,train
1033,R01033,0,train
1034,R01034,0,train
1035,R01035,0,train
1036,R01036,0,train
1037,R01037,0,test
1038,R01038,0,val
1039,R01039,0,test
1040,R01040,0,val
1041,R01041,0,test
1042,R01042,0,train
1043,R01043,0,train
1044,R01044,0,train
1045,R01045,0,val
1046,R01046,0,train
1047,R01047,0,train
1048,R01048,0,train
1049,R01049,0,train
1050,R01050,0,val
1051,R01051,0,train
1052,R01052,0,train
1053,R01053,0,train
1054,R01054,0,train
1055,R01055,0,val
1056,R01056,0,val
1057,R01057,0,train
1058,R01058,0,train
1059,R01059,0,train
1060,R01060,1,train
1061,R01061,0,train
1062,R01062,0,train
1063,R01063,0,train
1064,R01064,0,train
1065,R01065,0,test
1066,R01066,0,train
1067,R01067,0,train
1068,R01068,0,val
1069,R01069,0,train
1070,R01070,0,test
1071,R01071,0,train
1072,R01072,0,train
1073,R01073,0,train
1074,R01074,1,test
1075,R01075,0,train
1076,R01076,0,train
1077,R01077,0,train
1078,R01078,0,train
1079,R01079,0,test
1080,R01080,0,train
1081,R01081,1,val
1082,R01082,0,train
1083,R01083,0,train
1084,R01084,0,train
1085,R01085,0,train
1086,R01086,0,val
1087,R01087,0,train
1088,R01088,0,train
1089,R01089,0,train
1090,R01090,0,train
1091,R01091,0,train
1092,R01092,0,train
1093,R01093,0,train
1094,R01094,0,train
1095,R01095,0,train
1096,R01096,0,test
1097,R01097,0,train
1098,R01098,0,train
1099,R01099,0,train
1100,R01100,0,train
1101,R01101,0,train
1102,R01102,1,train
1103,R01103,0,train
1104,R01104,0,val
1105,R01105,0,val
1106,R01106,0,test
1107,R01107,0,train
1108,R01108,0,train
1109,R01109,0,train
1110,R01110,0,val
1111,R01111,0,train
1112,R01112,0,test
1113,R01113,0,train
1114,R01114,0,train
1115,R01115,0,train
1116,R01116,0,train
1117,R01117,0,train
1118,R01118,1,train
1119,R01119,0,test
1120,R01120,0,train
1121,R01121,0,train
1122,R01122,0,train
1123,R01123,0,val
1124,R01124,1,train
1125,R01125,0,train
1126,R01126,0,val
1127,R01127,0,train
1128,R01128,0,train
1129,R01129,0,train
1130,R01130,0,train
1131,R01131,0,train
1132,R01132,0,train
1133,R01133,0,train
1134,R01134,0,train
1135,R01135,0,train
1136,R01136,0,test
1137,R01137,0,train
1138,R01138,0,train
1139,R01139,0,test
1140,R01140,0,val
1141,R01141,1,val
1142,R01142,1,val
1143,R01143,0,train
1144,R01144,0,test
1145,R01145,0,train
1146,R01146,0,train
1147,R01147,0,train
1148,R01148,0,train
1149,R01149,0,train
1150,R01150,0,train
1151,R01151,0,train
1152,R01152,0,test
1153,R01153,0,train
1154,R01154,0,train
1155,R01155,0,train
1156,R01156,0,train
1157,R01157,0,val
1158,R01158,0,test
1159,R01159,0,train
1160,R01160,0,train
1161,R01161,0,train
1162,R01162,0,train
1163,R01163,0,train
1164,R01164,0,train
1165,R01165,0,train
1166,R01166,0,train
1167,R01167,0,test
1168,R01168,0,test
1169,R01169,0,train
1170,R01170,0,train
1171,R01171,0,test
1172,R01172,0,train
1173,R01173,0,val
1174,R01174,0,test
1175,R01175,0,train
1176,R01176,0,test
1177,R01177,0,train
1178,R01178,0,train
1179,R01179,0,val
1180,R01180,0,train
1181,R01181,0,val
1182,R01182,0,test
1183,R01183,0,test
1184,R01184,0,train
1185,R01185,0,test
1186,R01186,0,train
1187,R01187,0,train
1188,R01188,0,train
1189,R01189,0,test
1190,R01190,0,train
1191,R01191,0,train
1192,R01192,0,train
1193,R01193,0,train
1194,R01194,0,train
1195,R01195,0,train
1196,R01196,0,train
1197,R01197,1,train
1198,R01198,0,test
1199,R01199,0,train
1200,R01200,0,train
1201,R01201,0,train
1202,R01202,0,train
1203,R01203,0,test
1204,R01204,0,test
1205,R01205,1,val
1206,R01206,0,val
1207,R01207,0,train
1208,R01208,0,train
1209,R01209,0,train
1210,R01210,0,train
1211,R01211,0,test
1212,R01212,0,train
1213,R01213,0,train
1214,R01214,0,train
1215,R01215,0,train
1216,R01216,1,train
1217,R01217,0,test
1218,R01218,0,train
1219,R01219,0,train
1220,R01220,0,train
1221,R01221,0,train
1222,R01222,0,train
1223,R01223,0,train
1224,R01224,0,val
1225,R01225,0,val
1226,R01226,0,val
1227,R01227,0,train
1228,R01228,0,train
1229,R01229,0,train
1230,R01230,0,test
1231,R01231,0,train
1232,R01232,0,train
1233,R01233,0,val
1234,R01234,0,train
1235,R01235,0,train
1236,R01236,0,val
1237,R01237,0,train
1238,R01238,0,train
1239,R01239,0,test
1240,R01240,0,val
1241,R01241,0,test
1242,R01242,0,train
1243,R01243,0,train
1244,R01244,0,test
1245,R01245,0,train
1246,R01246,1,train
1247,R01247,0,test
1248,R01248,0,train
1249,R01249,0,train
1250,R01250,0,train
1251,R01251,0,train
1252,R01252,0,train
1253,R01253,0,val
1254,R01254,0,test
1255,R01255,1,train
1256,R01256,0,train
1257,R01257,0,val
1258,R01258,0,train
1259,R01259,0,train
1260,R01260,0,train
1261,R01261,0,train
1262,R01262,0,train
1263,R01263,0,val
1264,R01264,0,train
1265,R01265,0,test
1266,R01266,0,val
1267,R01267,0,val
1268,R01268,1,train
1269,R01269,1,train
1270,R01270,0,val
1271,R01271,0,test
1272,R01272,0,train
1273,R01273,0,train
1274,R01274,0,train
1275,R01275,0,train
1276,R01276,0,test
1277,R01277,0,test
1278,R01278,0,train
1279,R01279,0,train
1280,R01280,0,val
1281,R01281,0,train
1282,R01282,0,train
1283,R01283,0,train
1284,R01284,0,train
1285,R01285,0,train
1286,R01286,0,val
1287,R01287,0,train
1288,R01288,0,train
1289,R01289,0,train
1290,R01290,0,val
1291,R01291,0,train
1292,R01292,0,train
1293,R01293,0,train
1294,R01294,0,test
1295,R01295,0,train
1296,R01296,0,train
1297,R01297,0,val
1298,R01298,0,val
1299,R01299,0,train
1300,R01300,0,test
1301,R01301,1,train
1302,R01302,0,test
1303,R01303,0,train
1304,R01304,0,train
1305,R01305,0,train
1306,R01306,0,train
1307,R01307,0,train
1308,R01308,0,train
1309,R01309,0,train
1310,R01310,0,test
1311,R01311,0,val
1312,R01312,0,val
1313,R01313,0,val
1314,R01314,0,train
1315,R01315,1,val
1316,R01316,0,train
1317,R01317,0,val
1318,R01318,0,train
1319,R01319,1,train
1320,R01320,0,train
1321,R01321,0,val
1322,R01322,0,train
1323,R01323,0,train
1324,R01324,0,train
1325,R01325,0,train
1326,R01326,0,train
1327,R01327,0,train
1328,R01328,1,train
1329,R01329,0,train
1330,R01330,0,test
1331,R01331,0,val
1332,R01332,0,train
1333,R01333,0,train
1334,R01334,0,val
1335,R01335,0,val
1336,R01336,0,test
1337,R01337,0,test
1338,R01338,0,train
1339,R01339,0,train
1340,R01340,1,train
1341,R01341,0,train
1342,R01342,0,train
1343,R01343,0,train
1344,R01344,0,val
1345,R01345,0,train
1346,R01346,0,train
1347,R01347,0,test
1348,R01348,0,val
1349,R01349,0,train
1350,R01350,1,train
1351,R01351,0,test
1352,R01352,0,train
1353,R01353,0,train
1354,R01354,0,val
1355,R01355,0,train
1356,R01356,0,val
1357,R01357,0,test
1358,R01358,0,train
1359,R01359,0,val
1360,R01360,0,train
