record_id,y,split
R00214,0,test
R00215,0,train
R00216,0,train
R00217,0,train
R00218,0,train
R00219,0,val
R00220,0,train
R00221,0,train
R00222,0,val
R00223,0,train
R00224,0,test
R00225,0,train
R00226,1,val
R00227,0,train
R00228,0,train
R00229,0,train
R00230,0,train
R00231,0,train
R00232,0,train
R00233,0,train
R00234,1,test
R00235,1,train
R00236,0,train
R00237,0,test
R00238,0,train
R00239,0,val
R00240,0,train
R00241,0,train
R00242,0,test
R00243,0,test
R00244,0,train
R00245,0,train
R00246,1,train
R00247,0,train
R00248,1,train
R00249,0,train
R00250,0,val
R00251,0,train
R00252,0,train
R00253,1,test
R00254,0,train
R00255,0,train
R00256,0,train
R00257,0,train
R00258,0,train
R00259,0,test
R00260,0,test
R00261,0,train
R00262,0,train
R00263,0,test
R00264,0,train
R00265,0,train
R00266,0,train
R00267,0,train
R00268,0,val
R00269,0,train
R00270,0,train
R00271,0,train
R00272,0,train
R00273,0,train
R00274,0,train
R00275,0,train
R00276,0,test
R00277,0,train
R00278,0,train
R00279,0,train
R00280,0,val
R00281,1,train
R00282,0,val
R00283,0,train
R00284,0,train
R00285,0,train
R00286,0,train
R00287,0,train
R00288,0,test
R00289,0,train
R00290,0,train
R00291,0,train
R00292,0,train
R00293,0,train
R00294,0,test
R00295,0,train
R00296,0,train
R00297,1,train
R00298,0,train
R00299,0,train
R00300,0,train
R00301,0,train
R00302,0,train
R00303,0,train
R00304,0,val
R00305,0,val
R00306,0,train
R00307,0,train
R00308,0,train
R00309,0,train
R00310,0,train
R00311,0,train
R00312,0,train
R00313,1,train
R00314,0,train
R00315,0,train
R00316,0,val
R00317,0,test
R00318,1,test
R00319,0,train
R00320,0,test
R00321,0,train
R00322,0,train
R00323,0,val
R00324,0,train
R00325,0,train
R00326,0,train
R00327,0,train
R00328,0,test
R00329,0,val
R00330,0,train
R00331,0,train
R00332,0,train
R00333,0,train
R00334,0,train
R00335,1,train
R00336,1,train
R00337,0,train
R00338,0,val
R00339,0,train
R00340,0,val
R00341,0,train
R00342,0,train
R00343,0,train
R00344,0,val
R00345,0,train
R00346,0,train
R00347,0,train
R00348,0,train
R00349,0,train
R00350,0,val
R00351,0,train
R00352,0,train
R00353,0,val
R00354,0,test
R00355,0,train
R00356,1,test
R00357,0,train
R00358,0,train
R00359,0,val
R00360,0,train
R00361,0,test
R00362,0,test
R00363,0,train
R00364,0,test
R00365,0,test
R00366,0,train
R00367,0,train
R00368,0,train
R00369,0,val
R00370,0,val
R00371,0,train
R00372,0,train
R00373,0,train
R00374,0,train
R00375,0,train
R00376,0,train
R00377,0,test
R00378,0,train
R00379,0,train
R00380,0,train
R00381,0,val
R00382,0,val
R00383,0,val
R00384,0,train
R00385,0,train
R00386,0,val
R00387,0,train
R00388,0,train
R00389,0,train
R00390,0,train
R00391,0,test
R00392,0,train
R00393,0,val
R00394,0,test
R00395,0,test
R00396,0,train
R00397,0,train
R00398,0,train
R00399,0,train
R00400,1,train
R00401,0,train
R00402,0,test
R00403,1,test
R00404,0,val
R00405,0,val
R00406,0,train
R00407,0,train
R00408,0,train
R00409,0,train
R00410,0,train
R00411,0,train
R00412,0,train
R00413,0,train
R00414,0,val
R00415,0,train
R00416,0,train
R00417,0,val
R00418,0,test
R00419,0,train
R00420,0,val
R00421,0,train
R00422,0,train
R00423,0,train
R00424,0,val
R00425,0,train
R00426,1,train
R00427,0,train
R00428,0,train
R00429,0,train
R00430,0,train
R00431,0,val
R00432,0,train
R00433,0,val
R00434,0,train
R00435,0,train
R00436,0,train
R00437,0,train
R00438,0,train
R00439,1,val
R00440,0,train
R00441,0,train
R00442,0,train
R00443,0,train
R00444,1,train
R00445,0,train
R00446,0,train
R00447,0,train
R00448,0,val
R00449,0,test
R00450,0,train
R00451,0,test
R00452,0,test
R00453,0,val
R00454,0,train
R00455,0,train
R00456,0,test
R00457,0,train
R00458,0,train
R00459,0,train
R00460,0,train
R00461,0,val
R00462,0,val
R00463,0,test
R00464,0,train
R00465,0,train
R00466,0,train
R00467,0,train
R00468,0,train
R00469,0,train
R00470,0,train
R00471,0,train
R00472,0,test
R00473,0,train
R00474,0,train
R00475,0,train
R00476,0,val
R00477,0,train
R00478,0,train
R00479,0,train
R00480,1,test
R00481,0,train
R00482,0,train
R00483,0,train
R00484,0,train
R00485,0,val
R00486,0,train
R00487,0,train
R00488,0,val
R00489,0,val
R00490,0,train
R00491,0,train
R00492,0,train
R00493,0,train
R00494,0,train
R00495,0,val
R00496,0,train
R00497,0,train
R00498,0,train
R00499,0,train
R00500,0,train
R00501,0,train
R00502,0,train
R00503,0,train
R00504,1,train
R00505,0,train
R00506,0,train
R00507,0,val
R00508,0,train
R00509,0,train
R00510,1,train
R00511,0,train
R00512,0,test
R00513,0,test
R00514,0,val
R00515,0,train
R00516,0,train
R00517,0,train
R00518,0,train
R00519,0,train
R00520,0,test
R00521,0,val
R00522,0,test
R00523,0,test
R00524,0,train
R00525,0,test
R00526,0,train
R00527,0,train
R00528,0,train
R00529,0,train
R00530,0,train
R00531,0,test
R00532,0,test
R00533,0,train
R00534,0,test
R00535,0,train
R00536,0,val
R00537,0,train
R00538,0,train
R00539,0,train
R00540,0,val
R00541,0,train
R00542,0,train
R00543,0,train
R00544,0,train
R00545,0,train
R00546,0,train
R00547,0,train
R00548,0,train
R00549,0,train
R00550,0,train
R00551,0,train
R00552,1,train
R00553,0,val
R00554,0,val
R00555,0,val
R00556,0,train
R00557,0,train
R00558,0,train
R00559,0,train
R00560,1,val
R00561,0,val
R00562,0,train
R00563,0,train
R00564,0,test
R00565,0,val
R00566,0,val
R00567,0,train
R00568,0,train
R00569,0,train
R00570,0,train
R00571,0,test
R00572,0,test
R00573,0,train
R00574,0,train
R00575,0,train
R00576,0,train
R00577,0,train
R00578,0,train
R00579,0,val
R00580,0,train
R00581,0,train
R00582,0,test
R00583,0,train
R00584,0,train
R00585,0,val
R00586,0,train
R00587,0,train
R00588,0,train
R00589,0,train
R00590,0,test
R00591,0,train
R00592,0,test
R00593,0,train
R00594,0,train
R00595,0,test
R00596,0,train
R00597,0,val
R00598,0,train
R00599,0,train
R00600,0,train
R00601,0,train
R00602,0,train
R00603,0,train
R00604,0,train
R00605,0,val
R00606,0,train
R00607,0,train
R00608,0,test
R00609,0,train
R00610,0,train
R00611,0,val
R00612,0,train
R00613,0,test
R00614,0,train
R00615,0,test
R00616,0,train
R00617,0,train
R00618,0,train
R00619,0,train
R00620,1,val
R00621,0,val
R00622,0,test
R00623,0,train
R00624,0,train
R00625,0,test
R00626,1,train
R00627,0,val
R00628,0,train
R00629,0,train
R00630,0,train
R00631,0,train
R00632,0,train
R00633,0,train
R00634,0,test
R00635,0,test
R00636,0,train
R00637,0,train
R00638,0,test
R00639,0,train
R00640,0,train
R00641,0,train
R00642,0,train
R00643,0,train
R00644,0,train
R00645,0,train
R00646,0,train
R00647,0,train
R00648,0,train
R00649,0,train
R00650,0,train
R00651,0,train
R00652,0,train
R00653,0,test
R00654,0,test
R00655,0,train
R00656,0,train
R00657,0,train
R00658,0,test
R00659,0,train
R00660,0,train
R00661,1,train
R00662,0,train
R00663,0,train
R00664,0,train
R00665,0,val
R00666,0,train
R00667,0,test
R00668,0,val
R00669,1,train
R00670,1,train
R00671,0,train
R00672,0,val
R00673,0,train
R00674,0,train
R00675,0,train
R00676,0,val
R00677,0,val
R00678,0,train
R00679,0,train
R00680,0,train
R00681,0,train
R00682,0,test
R00683,0,train
R00684,1,train
R00685,0,train
R00686,0,train
R00687,0,test
R00688,0,test
R00689,0,train
R00690,0,train
R00691,0,train
R00692,0,val
R00693,0,train
R00694,0,test
R00695,0,test
R00696,0,train
R00697,0,train
R00698,0,train
R00699,0,train
R00700,0,train
R00701,0,train
R00702,0,train
R00703,0,train
R00704,1,train
R00705,0,train
R00706,0,train
R00707,0,train
R00708,0,train
R00709,0,train
R00710,0,train
R00711,0,val
R00712,0,val
R00713,0,train
R00714,0,train
R00715,0,train
R00716,0,train
R00717,0,train
R00718,0,val
R00719,0,train
R00720,0,test
R00721,0,train
R00722,0,train
R00723,0,train
R00724,0,train
R00725,0,train
R00726,0,train
R00727,0,train
R00728,0,train
R00729,0,test
R00730,0,test
R00731,0,train
R00732,0,train
R00733,0,train
R00734,0,train
R00735,0,val
R00736,0,train
R00737,0,test
R00738,0,test
R00739,0,train
R00740,0,train
R00741,0,train
R00742,0,test
R00743,0,train
R00744,0,train
R00745,0,test
R00746,0,train
R00747,0,train
R00748,0,train
R00749,0,train
R00750,0,test
R00751,0,val
R00752,0,val
R00753,0,train
R00754,0,train
R00755,0,train
R00756,0,train
R00757,0,test
R00758,0,train
R00759,0,train
R00760,0,train
R00761,0,train
R00762,1,train
R00763,0,train
R00764,0,train
R00765,0,train
R00766,0,train
R00767,0,val
R00768,0,val
R00769,0,train
R00770,1,train
R00771,0,train
R00772,0,test
R00773,1,train
R00774,0,val
R00775,0,train
R00776,0,val
R00777,0,val
R00778,0,train
R00779,0,test
R00780,0,test
R00781,0,train
R00782,0,train
R00783,0,val
R00784,0,train
R00785,0,val
R00786,0,train
R00787,0,train
R00788,0,train
R00789,0,test
R00790,0,train
R00791,0,train
R00792,0,train
R00793,0,train
R00794,0,train
R00795,0,train
R00796,0,train
R00797,0,train
R00798,0,train
R00799,1,test
R00800,0,val
R00801,0,train
R00802,0,train
R00803,0,train
R00804,0,train
R00805,0,train
R00806,0,train
R00807,0,train
R00808,0,train
R00809,0,train
R00810,0,train
R00811,1,train
R00812,0,train
R00813,0,val
R00814,0,train
R00815,1,train
R00816,0,train
R00817,0,train
R00818,0,test
R00819,0,train
R00820,0,train
R00821,0,train
R00822,0,train
R00823,0,train
R00824,0,train
R00825,0,train
R00826,0,val
R00827,0,train
R00828,0,val
R00829,0,train
R00830,0,val
R00831,0,train
R00832,0,train
R00833,0,train
R00834,1,test
R00835,0,train
R00836,0,train
R00837,1,train
R00838,0,train
R00839,0,train
R00840,0,train
R00841,0,train
R00842,0,val
R00843,0,train
R00844,0,train
R00845,0,train
R00846,0,val
R00847,0,train
R00848,0,val
R00849,0,train
R00850,0,val
R00851,0,train
R00852,0,train
R00853,0,train
R00854,0,train
R00855,0,train
R00856,1,test
R00857,1,train
R00858,0,train
R00859,0,train
R00860,0,train
R00861,0,train
R00862,0,train
R00863,0,train
R00864,0,train
R00865,0,test
R00866,0,train
R00867,0,train
R00868,0,train
R00869,1,val
R00870,0,val
R00871,1,train
R00872,0,train
R00873,0,val
R00874,0,val
R00875,0,val
R00876,0,train
R00877,0,train
R00878,0,train
R00879,0,train
R00880,0,test
R00881,0,train
R00882,0,train
R00883,0,train
R00884,0,train
R00885,0,train
R00886,0,train
R00887,0,train
R00888,0,train
R00889,0,val
R00890,0,train
R00891,0,val
R00892,0,train
R00893,0,val
R00894,0,train
R00895,0,train
R00896,0,train
R00897,0,train
R00898,0,train
R00899,0,val
R00900,0,train
R00901,0,train
R00902,0,test
R00903,0,train
R00904,0,train
R00905,0,train
R00906,0,train
R00907,0,train
R00908,0,test
R00909,0,train
R00910,0,train
R00911,0,train
R00912,0,train
R00913,0,val
R00914,0,train
R00915,0,train
R00916,0,train
R00917,0,test
R00918,0,train
R00919,0,train
R00920,0,val
R00921,0,train
R00922,0,train
R00923,0,train
R00924,1,train
R00925,0,train
R00926,0,test
R00927,0,val
R00928,0,test
R00929,0,train
R00930,0,train
R00931,0,train
R00932,0,test
R00933,0,train
R00934,0,train
R00935,0,val
R00936,0,train
R00937,1,train
R00938,0,train
R00939,0,train
R00940,0,train
R00941,0,test
R00942,1,train
R00943,0,train
R00944,0,train
R00945,0,train
R00946,0,train
R00947,0,test
R00948,0,test
R00949,0,test
R00950,0,train
R00951,0,val
R00952,0,val
R00953,0,train
R00954,0,train
R00955,0,train
R00956,0,test
R00957,1,train
R00958,0,test
R00959,0,train
R00960,0,train
R00961,0,train
R00962,0,val
R00963,0,train
R00964,0,train
R00965,0,train
R00966,0,train
R00967,0,train
R00968,0,test
R00969,0,train
R00970,0,train
R00971,0,val
R00972,0,train
R00973,0,train
R00974,0,train
R00975,0,train
R00976,0,train
R00977,0,test
R00978,0,val
R00979,0,train
R00980,1,train
R00981,0,test
R00982,0,train
R00983,0,train
R00984,0,test
R00985,0,val
R00986,0,train
R00987,0,train
R00988,0,test
R00989,0,train
R00990,0,train
R00991,0,train
R00992,0,val
R00993,0,train
R00994,0,train
R00995,0,train
R00996,0,val
R00997,0,train
R00998,0,test
R00999,0,train
R01000,0,train
R01001,1,train
R01002,0,train
R01003,0,train
R01004,0,train
R01005,1,train
R01006,0,train
R01007,0,train
R01008,0,train
R01009,0,train
R01010,0,train
R01011,0,test
R01012,0,train
R01013,0,val
R01014,0,train
R01015,0,train
R01016,0,train
R01017,0,train
R01018,0,train
R01019,0,test
R01020,0,train
R01021,0,train
R01022,0,val
R01023,0,train
R01024,0,train
R01025,0,train
R01026,0,train
R01027,0,train
R01028,0,train
R01029,1,train
R01030,0,train
R01031,0,train
R01032,0,test
R01033,0,train
R01034,0,train
R01035,0,train
R01036,0,train
R01037,0,train
R01038,0,train
R01039,0,val
R01040,0,train
R01041,0,train
R01042,0,train
R01043,0,test
R01044,0,train
R01045,0,train
R01046,0,test
R01047,0,train
R01048,0,val
R01049,0,train
R01050,0,train
R01051,0,test
R01052,0,train
R01053,0,train
R01054,0,train
R01055,0,train
R01056,0,train
R01057,0,test
R01058,0,val
R01059,0,test
R01060,1,train
R01061,0,test
R01062,0,train
R01063,0,val
R01064,0,train
R01065,0,train
R01066,0,train
R01067,0,train
R01068,0,train
R01069,0,train
R01070,0,val
R01071,0,train
R01072,0,train
R01073,0,train
R01074,1,train
R01075,0,train
R01076,0,train
R01077,0,train
R01078,0,train
R01079,0,val
R01080,0,train
R01081,1,val
R01082,0,train
R01083,0,train
R01084,0,train
R01085,0,train
R01086,0,test
R01087,0,train
R01088,0,train
R01089,0,train
R01090,0,train
R01091,0,test
R01092,0,train
R01093,0,test
R01094,0,train
R01095,0,val
R01096,0,train
R01097,0,train
R01098,0,val
R01099,0,val
R01100,0,test
R01101,0,train
R01102,1,train
R01103,0,train
R01104,0,test
R01105,0,train
R01106,0,train
R01107,0,train
R01108,0,train
R01109,0,train
R01110,0,train
R01111,0,test
R01112,0,val
R01113,0,test
R01114,0,test
R01115,0,val
R01116,0,train
R01117,0,train
R01118,1,train
R01119,0,test
R01120,0,train
R01121,0,train
R01122,0,train
R01123,0,train
R01124,1,train
R01125,0,train
R01126,0,train
R01127,0,train
R01128,0,train
R01129,0,train
R01130,0,train
R01131,0,train
R01132,0,train
R01133,0,train
R01134,0,train
R01135,0,train
R01136,0,test
R01137,0,val
R01138,0,train
R01139,0,val
R01140,0,train
R01141,1,train
R01142,1,train
R01143,0,train
R01144,0,train
R01145,0,train
R01146,0,train
R01147,0,train
R01148,0,train
R01149,0,train
R01150,0,train
R01151,0,train
R01152,0,test
R01153,0,test
R01154,0,val
R01155,0,train
R01156,0,train
R01157,0,train
R01158,0,val
R01159,0,train
R01160,0,test
R01161,0,train
R01162,0,val
R01163,0,val
R01164,0,train
R01165,0,train
R01166,0,test
R01167,0,train
R01168,0,train
R01169,0,test
R01170,0,test
R01171,0,train
R01172,0,train
R01173,0,train
R01174,0,train
R01175,0,test
R01176,0,train
R01177,0,train
R01178,0,train
R01179,0,train
R01180,0,train
R01181,0,train
R01182,0,train
R01183,0,train
R01184,0,test
R01185,0,train
R01186,0,train
R01187,0,train
R01188,0,test
R01189,0,train
R01190,0,val
R01191,0,train
R01192,0,train
R01193,0,train
R01194,0,train
R01195,0,train
R01196,0,val
R01197,1,test
R01198,0,train
R01199,0,train
R01200,0,train
R01201,0,val
R01202,0,train
R01203,0,test
R01204,0,train
R01205,1,val
R01206,0,train
R01207,0,train
R01208,0,train
R01209,0,train
R01210,0,train
R01211,0,train
R01212,0,val
R01213,0,train
R01214,0,train
R01215,0,train
R01216,1,train
R01217,0,train
R01218,0,val
R01219,0,train
R01220,0,train
R01221,0,train
R01222,0,train
R01223,0,test
R01224,0,val
R01225,0,train
R01226,0,train
R01227,0,val
R01228,0,test
R01229,0,val
R01230,0,train
R01231,0,test
R01232,0,train
R01233,0,train
R01234,0,val
R01235,0,train
R01236,0,train
R01237,0,train
R01238,0,train
R01239,0,train
R01240,0,test
R01241,0,train
R01242,0,train
R01243,0,train
R01244,0,train
R01245,0,train
R01246,1,train
R01247,0,test
R01248,0,train
R01249,0,train
R01250,0,train
R01251,0,val
R01252,0,train
R01253,0,train
R01254,0,train
R01255,1,test
R01256,0,train
R01257,0,train
R01258,0,train
R01259,0,train
R01260,0,train
R01261,0,train
R01262,0,train
R01263,0,train
R01264,0,test
R01265,0,train
R01266,0,val
R01267,0,train
R01268,1,train
R01269,1,test
R01270,0,train
R01271,0,train
R01272,0,train
R01273,0,train
R01274,0,val
R01275,0,train
R01276,0,train
R01277,0,test
R01278,0,train
R01279,0,train
R01280,0,train
R01281,0,test
R01282,0,train
R01283,0,train
R01284,0,train
R01285,0,train
R01286,0,train
R01287,0,val
R01288,0,test
R01289,0,train
R01290,0,test
R01291,0,val
R01292,0,val
R01293,0,train
R01294,0,train
R01295,0,train
R01296,0,train
R01297,0,train
R01298,0,train
R01299,0,val
R01300,0,train
R01301,1,test
R01302,0,train
R01303,0,train
R01304,0,val
R01305,0,test
R01306,0,train
R01307,0,val
R01308,0,train
R01309,0,test
R01310,0,val
R01311,0,val
R01312,0,test
R01313,0,train
R01314,0,train
R01315,1,train
R01316,0,test
R01317,0,train
R01318,0,train
R01319,1,val
R01320,0,train
R01321,0,train
R01322,0,train
R01323,0,test
R01324,0,train
R01325,0,test
R01326,0,val
R01327,0,train
R01328,1,val
R01329,0,train
R01330,0,train
R01331,0,train
R01332,0,train
R01333,0,train
R01334,0,train
R01335,0,train
R01336,0,val
R01337,0,test
R01338,0,val
R01339,0,train
R01340,1,val
R01341,0,train
R01342,0,train
R01343,0,train
R01344,0,val
R01345,0,test
R01346,0,train
R01347,0,test
R01348,0,train
R01349,0,train
R01350,1,train
R01351,0,test
R01352,0,train
R01353,0,train
R01354,0,train
R01355,0,test
R01356,0,test
R01357,0,train
R01358,0,train
R01359,0,train
R01360,0,train
R01361,0,test
R01362,0,train
R01363,0,train
R01364,1,val
R01365,0,train
R01366,0,train
R01367,0,test
R01368,0,train
R01369,1,train
R01370,0,train
R01371,0,train
R01372,0,test
R01373,0,train
R01374,0,train
R01375,0,train
R01376,0,val
R01377,0,train
R01378,0,test
R01379,0,test
R01380,0,train
R01381,0,train
R01382,0,train
R01383,0,test
R01384,0,val
R01385,0,train
R01386,1,train
R01387,1,train
R01388,0,test
R01389,0,train
R01390,0,train
R01391,0,train
R01392,0,train
R01393,1,test
R01394,0,val
R01395,0,test
R01396,0,train
R01397,0,train
R01398,0,train
R01399,0,test
R01400,0,train
R01401,0,train
R01402,0,train
R01403,1,train
R01404,0,train
R01405,0,test
R01406,0,train
R01407,0,train
R01408,0,train
R01409,0,train
R01410,0,train
R01411,1,train
R01412,0,train
R01413,0,test
R01414,0,val
R01415,0,test
R01416,0,val
R01417,0,train
R01418,0,test
R01419,0,train
R01420,0,train
R01421,0,test
R01422,0,train
R01423,0,train
R01424,0,test
R01425,0,val
R01426,0,train
R01427,0,train
R01428,0,train
R01429,0,train
R01430,0,val
R01431,0,train
R01432,0,train
R01433,0,train
R01434,0,train
R01435,0,test
R01436,0,train
R01437,0,train
R01438,0,val
R01439,0,train
R01440,0,train
R01441,0,train
R01442,0,train
R01443,0,test
R01444,0,train
R01445,0,train
R01446,0,train
R01447,0,val
R01448,0,val
R01449,0,val
R01450,0,train
R01451,0,train
R01452,0,train
R01453,0,train
R01454,0,train
R01455,0,train
R01456,0,train
R01457,0,test
R01458,0,train
R01459,0,train
R01460,0,train
R01461,0,train
R01462,0,train
R01463,0,train
R01464,0,train
R01465,0,train
R01466,0,train
R01467,0,val
R01468,0,val
R01469,0,val
R01470,0,train
R01471,0,train
R01472,0,train
R01473,0,train
R01474,0,train
R01475,0,train
R01476,0,train
R01477,0,test
R01478,0,test
R01479,1,test
R01480,0,train
R01481,0,val
R01482,0,train
R01483,0,test
R01484,0,train
R01485,0,train
R01486,0,train
R01487,0,train
R01488,0,train
R01489,1,train
R01490,0,train
R01491,0,train
R01492,0,train
R01493,0,train
R01494,0,train
R01495,0,train
R01496,0,test
R01497,0,train
R01498,0,val
R01499,0,train
R01500,0,train
R01501,1,train
R01502,0,train
R01503,0,train
R01504,0,train
R01505,0,train
R01506,0,train
R01507,0,test
R01508,0,test
R01509,0,test
R01510,0,train
R01511,0,train
R01512,0,train
R01513,0,test
R01514,0,train
R01515,0,train
R01516,0,val
R01517,0,train
R01518,0,train
R01519,0,train
R01520,0,test
R01521,0,val
R01522,0,test
R01523,0,train
R01524,0,test
R01525,0,train
R01526,0,test
R01527,0,test
R01528,0,train
R01529,0,train
R01530,0,train
R01531,0,val
R01532,0,train
R01533,0,train
R01534,0,val
R01535,0,train
R01536,0,test
R01537,0,train
R01538,0,train
R01539,0,train
R01540,0,train
R01541,0,train
R01542,0,train
R01543,0,train
R01544,0,test
R01545,0,train
R01546,0,val
R01547,0,train
R01548,0,train
R01549,1,train
R01550,0,val
R01551,0,val
R01552,0,train
R01553,1,train
R01554,0,val
R01555,0,val
R01556,0,test
R01557,1,train
R01558,0,train
R01559,0,test
R01560,0,train
R01561,0,train
R01562,0,val
R01563,0,val
R01564,0,test
R01565,0,val
R01566,0,test
R01567,0,train
R01568,0,train
R01569,0,train
R01570,0,train
R01571,0,train
R01572,0,train
R01573,0,train
R01574,0,train
R01575,0,train
R01576,0,train
R01577,0,test
R01578,0,train
R01579,0,train
R01580,0,train
R01581,0,test
R01582,0,train
R01583,0,val
R01584,0,test
R01585,0,test
R01586,0,train
R01587,0,train
R01588,0,train
R01589,0,test
R01590,0,test
R01591,0,train
R01592,1,train
R01593,0,test
R01594,0,train
R01595,0,train
R01596,0,val
R01597,0,val
R01598,0,train
R01599,0,train
R01600,0,train
R01601,0,train
R01602,0,val
R01603,0,train
R01604,0,train
R01605,0,test
R01606,0,train
R01607,0,train
R01608,0,train
R01609,0,train
R01610,0,train
R01611,0,val
R01612,0,test
R01613,0,train
R01614,0,train
R01615,0,val
R01616,0,train
R01617,1,train
R01618,1,train
R01619,0,train
R01620,0,train
R01621,0,test
R01622,1,train
R01623,1,train
R01624,0,train
R01625,0,test
R01626,0,train
R01627,1,train
R01628,0,train
R01629,0,train
R01630,0,train
R01631,0,train
R01632,0,train
R01633,0,train
R01634,1,val
R01635,0,val
R01636,0,train
R01637,0,test
R01638,0,train
R01639,0,train
R01640,0,train
R01641,0,train
R01642,0,train
R01643,0,test
R01644,0,train
R01645,0,test
R01646,0,train
R01647,0,train
R01648,0,test
R01649,0,test
R01650,0,train
R01651,0,train
R01652,0,test
R01653,0,val
R01654,0,val
R01655,0,train
R01656,0,test
R01657,1,train
R01658,0,train
R01659,0,train
R01660,0,test
R01661,0,test
R01662,1,train
R01663,0,test
R01664,0,train
R01665,0,train
R01666,0,train
R01667,1,train
R01668,0,train
R01669,0,train
R01670,0,train
R01671,1,test
R01672,0,train
R01673,0,train
R01674,0,train
R01675,0,train
R01676,1,train
R01677,0,val
R01678,0,train
R01679,0,test
R01680,0,train
R01681,0,train
R01682,0,train
R01683,0,test
R01684,0,train
R01685,0,train
R01686,0,train
R01687,0,train
R01688,0,test
R01689,0,test
R01690,0,train
R01691,0,test
R01692,0,val
R01693,0,val
R01694,0,train
R01695,0,train
R01696,0,test
R01697,0,train
R01698,0,train
R01699,1,train
R01700,0,train
R01701,0,train
R01702,0,train
R01703,0,val
R01704,0,train
R01705,0,train
R01706,0,train
R01707,0,val
R01708,0,train
R01709,0,train
R01710,0,val
R01711,0,test
R01712,0,train
R01713,0,train
R01714,0,test
R01715,0,test
R01716,0,test
R01717,0,train
R01718,0,train
R01719,0,val
R01720,0,train
R01721,0,val
R01722,0,train
R01723,0,train
R01724,0,val
R01725,0,test
R01726,0,train
R01727,0,val
R01728,0,train
R01729,0,train
R01730,0,train
R01731,0,train
R01732,0,train
R01733,0,val
R01734,0,val
R01735,0,train
R01736,0,train
R01737,0,test
R01738,0,train
R01739,0,val
R01740,1,train
R01741,0,train
R01742,0,train
R01743,0,train
R01744,0,test
R01745,0,test
R01746,0,train
R01747,0,train
