record_id,x,y,y_true,plotted
R01829,0.0,0.0,0,0
R01833,0.0,0.0,0,0
R01834,0.0,0.0,0,0
R01845,0.0,0.0,0,0
R01853,0.0,0.0,0,0
R01860,0.0,0.0,0,0
R01871,-10.275453237410073,1.5960475766543922,0,1
R01879,0.0,0.0,0,0
R01888,0.0,0.0,0,0
R01896,0.0,0.0,0,0
R01899,8.990628571428573,-11.162924032489244,0,1
R01906,0.0,0.0,0,0
R01915,0.0,0.0,0,0
R01916,0.0,0.0,0,0
R01920,0.0,0.0,0,0
R01933,0.0,0.0,0,0
R01935,11.671431920181213,-7.15807121088555,1,1
R01936,0.0,0.0,0,0
R01937,0.0,0.0,0,0
R01947,0.0,0.0,0,0
R01962,0.0,0.0,0,0
R01966,0.0,0.0,0,0
R01985,0.0,0.0,0,0
R01986,0.0,0.0,0,0
R01988,0.0,0.0,0,0
R01992,0.0,0.0,0,0
R01993,0.0,0.0,0,0
R01995,0.0,0.0,0,0
R02001,0.0,0.0,0,0
R02006,0.0,0.0,0,0
R02008,0.0,0.0,0,0
R02020,0.0,0.0,0,0
R02032,0.0,0.0,0,0
R02037,0.0,0.0,0,0
R02044,0.0,0.0,0,0
R02045,0.0,0.0,0,0
R02047,0.0,0.0,0,0
R02055,0.0,0.0,0,0
R02068,0.0,0.0,0,0
R02078,0.0,0.0,0,0
R02086,0.0,0.0,0,0
R02101,0.0,0.0,0,0
R02102,0.0,0.0,0,0
R02106,0.0,0.0,0,0
R02117,0.0,0.0,0,0
R02121,0.0,0.0,0,0
R02134,0.0,0.0,0,0
R02137,0.0,0.0,0,0
R02138,0.0,0.0,0,0
R02145,0.0,0.0,0,0
R02166,0.0,0.0,0,0
R02171,0.0,0.0,0,0
R02173,-12.67248484848485,7.790953008344317,0,1
R02189,0.0,0.0,0,0
R02190,0.0,0.0,0,0
R02193,0.0,0.0,0,0
R02195,0.0,0.0,0,0
R02204,0.0,0.0,0,0
R02217,0.0,0.0,0,0
R02220,0.0,0.0,0,0
R02222,-13.907733981329875,-11.291817809154354,1,1
R02227,0.0,0.0,0,0
R02229,0.0,0.0,0,0
R02237,0.0,0.0,0,0
R02245,0.0,0.0,0,0
R02250,0.0,0.0,0,0
R02253,0.0,0.0,0,0
R02274,0.0,0.0,0,0
R02287,0.0,0.0,0,0
R02289,0.0,0.0,0,0
R02296,-3.9338015267175592,6.308049733207383,0,1
R02300,0.0,0.0,0,0
R02314,0.0,0.0,0,0
R02331,0.0,0.0,0,0
R02345,-4.5527272727272745,-16.40417553461031,0,1
R02363,0.0,0.0,0,0
R02368,0.0,0.0,0,0
R02371,0.0,0.0,0,0
R02376,0.0,0.0,0,0
R02378,0.0,0.0,0,0
R02383,0.0,0.0,0,0
R02398,0.0,0.0,0,0
R02410,0.0,0.0,0,0
R02436,0.0,0.0,0,0
R02437,12.348444444444446,-6.902019075932124,1,1
R02440,0.0,0.0,0,0
R02446,0.0,0.0,0,0
R02447,0.0,0.0,0,0
R02449,0.0,0.0,0,0
R02454,0.0,0.0,0,0
R02455,-8.479999999999997,26.957760436021303,0,1
R02461,0.0,0.0,0,0
R02476,0.0,0.0,0,0
R02479,-15.588374100719427,11.604789746797877,0,1
R02480,0.0,0.0,0,0
R02482,0.0,0.0,0,0
R02495,0.0,0.0,0,0
R02502,0.0,0.0,0,0
R02507,11.285046979865776,-6.911928651059085,1,1
R02516,0.0,0.0,0,0
R02517,0.0,0.0,0,0
R02522,0.0,0.0,0,0
R02525,0.0,0.0,0,0
R02527,0.0,0.0,0,0
R02536,0.0,0.0,0,0
R02540,0.0,0.0,0,0
R02541,0.0,0.0,0,0
R02543,0.0,0.0,0,0
R02545,0.0,0.0,0,0
R02556,0.0,0.0,0,0
R02558,0.0,0.0,0,0
R02568,0.0,0.0,0,0
R02598,0.0,0.0,0,0
R02602,0.0,0.0,0,0
R02605,0.0,0.0,0,0
R02617,0.0,0.0,0,0
R02620,0.0,0.0,0,0
R02628,0.0,0.0,0,0
R02629,0.0,0.0,0,0
R02631,0.0,0.0,0,0
R02633,23.824695652173915,-16.988858652374716,1,1
R02635,0.0,0.0,0,0
R02639,0.0,0.0,0,0
R02640,0.0,0.0,0,0
R02648,0.0,0.0,0,0
R02658,0.0,0.0,0,0
R02678,0.0,0.0,0,0
R02682,0.0,0.0,0,0
R02692,0.0,0.0,0,0
R02693,0.0,0.0,0,0
R02696,0.0,0.0,0,0
R02709,0.0,0.0,0,0
R02714,0.0,0.0,0,0
R02719,0.0,0.0,0,0
R02733,0.0,0.0,0,0
R02738,0.0,0.0,0,0
R02739,0.0,0.0,0,0
R02740,0.0,0.0,0,0
R02746,0.0,0.0,0,0
R02747,0.0,0.0,0,0
R02750,0.0,0.0,0,0
R02755,0.0,0.0,0,0
R02756,0.0,0.0,0,0
R02757,0.0,0.0,0,0
R02780,0.0,0.0,0,0
R02782,0.0,0.0,0,0
R02793,0.0,0.0,0,0
R02811,0.0,0.0,0,0
R02812,0.0,0.0,0,0
R02813,17.505170689677676,-15.145168747147492,1,1
R02817,0.0,0.0,0,0
R02818,0.0,0.0,0,0
R02827,0.0,0.0,0,0
R02828,0.0,0.0,0,0
R02830,0.0,0.0,0,0
R02833,0.0,0.0,0,0
R02834,0.0,0.0,0,0
R02835,0.0,0.0,0,0
R02848,0.0,0.0,0,0
R02849,0.0,0.0,0,0
R02852,0.0,0.0,0,0
R02856,12.072454209643016,-7.738415183294666,1,1
R02866,0.0,0.0,0,0
R02869,0.0,0.0,0,0
R02876,-24.815085714285715,8.378404204491158,0,1
R02877,0.0,0.0,0,0
R02885,0.0,0.0,0,0
R02888,0.0,0.0,0,0
R02890,0.0,0.0,0,0
R02905,0.0,0.0,0,0
R02910,0.0,0.0,0,0
R02911,0.0,0.0,0,0
R02916,0.0,0.0,0,0
R02924,0.0,0.0,0,0
R02934,18.194424995716453,-13.46738466626887,1,1
R02944,0.0,0.0,0,0
R02945,0.0,0.0,0,0
R02946,0.0,0.0,0,0
R02962,0.0,0.0,0,0
R02972,0.0,0.0,0,0
R02975,0.0,0.0,0,0
R02982,0.0,0.0,0,0
R02986,0.0,0.0,0,0
R02990,0.0,0.0,0,0
R03012,0.0,0.0,0,0
R03026,0.0,0.0,0,0
R03040,0.0,0.0,0,0
R03041,0.0,0.0,0,0
R03053,-17.58005797101449,18.27864217278206,0,1
R03056,0.0,0.0,0,0
R03061,0.0,0.0,0,0
R03066,0.0,0.0,0,0
R03072,0.0,0.0,0,0
R03079,0.0,0.0,0,0
R03087,0.0,0.0,0,0
R03097,0.0,0.0,0,0
R03100,0.0,0.0,0,0
R03109,0.0,0.0,0,0
R03119,0.0,0.0,0,0
R03135,0.0,0.0,0,0
R03140,0.0,0.0,0,0
R03155,0.0,0.0,0,0
R03164,0.0,0.0,0,0
R03177,0.0,0.0,0,0
R03179,0.0,0.0,0,0
R03184,0.0,0.0,0,0
R03186,20.544000000000004,-12.441471571906355,1,1
R03187,0.0,0.0,0,0
R03192,0.0,0.0,0,0
R03206,0.0,0.0,0,0
R03210,0.0,0.0,0,0
R03229,0.0,0.0,0,0
R03232,0.0,0.0,0,0
R03234,0.0,0.0,0,0
R03238,0.0,0.0,0,0
R03241,14.991752605446202,-15.948326340656386,1,1
R03250,0.0,0.0,0,0
R03264,0.0,0.0,0,0
R03279,0.0,0.0,0,0
R03305,0.0,0.0,0,0
R03313,0.0,0.0,0,0
R03319,0.0,0.0,0,0
R03329,0.0,0.0,0,0
R03331,0.0,0.0,0,0
R03337,0.0,0.0,0,0
R03347,0.0,0.0,0,0
R03361,4.063085714285712,12.130594043637522,0,1
R03365,0.0,0.0,0,0
R03380,0.0,0.0,0,0
R03387,0.0,0.0,0,0
R03388,23.663304347826084,-15.38572328742461,1,1
R03393,0.0,0.0,0,0
R03400,0.0,0.0,0,0
R03413,0.0,0.0,0,0
R03418,0.0,0.0,0,0
R03424,0.0,0.0,0,0
R03432,0.0,0.0,0,0
R03433,0.0,0.0,0,0
R03447,0.0,0.0,0,0
R03451,0.0,0.0,0,0
R03457,0.0,0.0,0,0
R03459,0.0,0.0,0,0
R03461,15.42935467195979,-16.039696403772357,1,1
R03465,9.173127020571087,-14.958209991337693,1,1
R03482,0.0,0.0,0,0
R03494,0.0,0.0,0,0
R03495,0.0,0.0,0,0
R03503,0.0,0.0,0,0
R03515,-18.537244444444447,-6.606713737148517,0,1
R03524,-22.80914285714286,16.767638158942507,0,1
R03529,0.0,0.0,0,0
R03531,0.0,0.0,0,0
R03535,0.0,0.0,0,0
R03542,0.0,0.0,0,0
R03549,0.0,0.0,0,0
R03552,0.0,0.0,0,0
R03558,0.0,0.0,0,0
R03568,0.0,0.0,0,0
R03600,0.0,0.0,0,0
R03602,0.0,0.0,0,0
R03611,0.0,0.0,0,0
R03620,0.0,0.0,0,0
R03621,0.0,0.0,0,0
R03623,0.0,0.0,0,0
R03625,0.0,0.0,0,0
R03626,7.295999999999992,2.095875139353403,1,1
R03630,0.0,0.0,0,0
R03635,0.0,0.0,0,0
R03638,-10.487069767441856,9.809442327136967,0,1
R03652,0.0,0.0,0,0
R03656,0.0,0.0,0,0
R03661,0.0,0.0,0,0
R03672,0.0,0.0,0,0
R03674,0.0,0.0,0,0
R03677,0.0,0.0,0,0
R03679,0.0,0.0,0,0
R03683,0.0,0.0,0,0
R03692,0.0,0.0,0,0
R03700,0.0,0.0,0,0
R03702,-2.9745671641791063,-12.48939250237109,0,1
R03716,0.0,0.0,0,0
R03729,0.0,0.0,0,0
R03740,0.0,0.0,0,0
R03762,16.959999999999994,-17.04982304923945,1,1
R03763,0.0,0.0,0,0
R03767,0.0,0.0,0,0
R03769,0.0,0.0,0,0
R03781,0.0,0.0,0,0
R03782,-3.7408139465095864,-8.190184920574,1,1
R03785,0.0,0.0,0,0
R03792,0.0,0.0,0,0
R03805,0.0,0.0,0,0
R03816,0.0,0.0,0,0
R03821,0.0,0.0,0,0
R03828,0.0,0.0,0,0
R03841,0.0,0.0,0,0
R03844,0.0,0.0,0,0
R03848,1.120901408450706,-0.22296544035674515,0,1
R03850,0.0,0.0,0,0
R03858,0.0,0.0,0,0
R03861,0.0,0.0,0,0
R03863,0.0,0.0,0,0
R03868,0.0,0.0,0,0
R03874,0.0,0.0,0,0
R03877,0.0,0.0,0,0
R03881,0.0,0.0,0,0
R03885,0.0,0.0,0,0
R03886,0.0,0.0,0,0
R03888,0.0,0.0,0,0
R03905,0.0,0.0,0,0
R03907,0.0,0.0,0,0
R03909,0.0,0.0,0,0
R03923,0.0,0.0,0,0
R03925,0.0,0.0,0,0
R03927,0.0,0.0,0,0
R03933,0.0,0.0,0,0
R03937,-15.137635036496352,6.3865765039995495,0,1
R03950,21.381783292372752,-12.134995245042395,1,1
R03951,0.0,0.0,0,0
R03954,0.0,0.0,0,0
R03959,0.0,0.0,0,0
R03961,0.0,0.0,0,0
R03963,0.0,0.0,0,0
R03965,0.0,0.0,0,0
R03972,0.0,0.0,0,0
R03979,0.0,0.0,0,0
R04000,0.0,0.0,0,0
R04005,0.0,0.0,0,0
R04006,0.0,0.0,0,0
R04021,0.0,0.0,0,0
R04023,0.0,0.0,0,0
R04042,0.0,0.0,0,0
R04056,0.0,0.0,0,0
R04064,0.0,0.0,0,0
R04065,0.0,0.0,0,0
R04066,0.0,0.0,0,0
R04068,6.252717946192967,-10.504333166381173,1,1
R04084,0.0,0.0,0,0
R04086,0.0,0.0,0,0
R04106,0.0,0.0,0,0
R04113,0.0,0.0,0,0
R04119,0.0,0.0,0,0
R04122,0.0,0.0,0,0
R04125,0.0,0.0,0,0
R04127,0.0,0.0,0,0
R04128,0.0,0.0,0,0
R04133,0.0,0.0,0,0
R04138,0.0,0.0,0,0
R04139,0.0,0.0,0,0
R04157,0.0,0.0,0,0
R04161,0.0,0.0,0,0
R04163,0.0,0.0,0,0
R04178,7.018711075620881,-3.299191501934598,1,1
R04191,0.0,0.0,0,0
R04206,0.0,0.0,0,0
R04209,0.0,0.0,0,0
R04221,0.0,0.0,0,0
R04224,0.0,0.0,0,0
R04227,0.0,0.0,0,0
R04229,0.0,0.0,0,0
R04233,0.0,0.0,0,0
R04238,0.0,0.0,0,0
R04242,0.0,0.0,0,0
R04245,0.0,0.0,0,0
R04255,-13.826,3.8238573021181708,0,1
R04256,0.0,0.0,0,0
R04261,0.0,0.0,0,0
R04263,0.0,0.0,0,0
R04265,0.0,0.0,0,0
R04284,0.0,0.0,0,0
R04295,0.0,0.0,0,0
R04300,0.0,0.0,0,0
R04334,0.0,0.0,0,0
R04335,0.0,0.0,0,0
R04338,0.0,0.0,0,0
R04341,0.0,0.0,0,0
R04355,0.0,0.0,0,0
R04362,22.016,-11.817168338907472,1,1
R04369,-7.202532374100713,6.146467441431469,0,1
R04387,0.0,0.0,0,0
R04392,0.0,0.0,0,0
R04398,0.0,0.0,0,0
R04405,0.0,0.0,0,0
R04415,0.0,0.0,0,0
R04416,0.0,0.0,0,0
R04424,0.0,0.0,0,0
R04435,0.0,0.0,0,0
R04454,0.0,0.0,0,0
R04455,0.0,0.0,0,0
R04456,0.0,0.0,0,0
R04462,0.0,0.0,0,0
R04466,0.0,0.0,0,0
R04469,0.0,0.0,0,0
R04472,0.0,0.0,0,0
R04475,-22.369882352941175,9.621614532100466,0,1
R04478,0.0,0.0,0,0
R04498,0.0,0.0,0,0
R04499,0.0,0.0,0,0
R04500,0.0,0.0,0,0
R04503,0.0,0.0,0,0
R04505,0.0,0.0,0,0
R04518,0.0,0.0,0,0
R04522,0.0,0.0,0,0
R04525,0.0,0.0,0,0
R04529,0.0,0.0,0,0
R04531,0.0,0.0,0,0
R04532,0.0,0.0,0,0
R04562,0.0,0.0,0,0
R04563,0.0,0.0,0,0
R04571,0.0,0.0,0,0
R04577,0.0,0.0,0,0
R04586,0.0,0.0,0,0
R04592,0.0,0.0,0,0
R04599,0.0,0.0,0,0
R04603,0.0,0.0,0,0
R04604,0.0,0.0,0,0
R04605,0.0,0.0,0,0
R04608,0.0,0.0,0,0
R04610,0.0,0.0,0,0
R04614,0.0,0.0,0,0
R04628,0.0,0.0,0,0
R04639,0.0,0.0,0,0
R04643,-22.173217391304348,5.780298256668772,0,1
R04644,0.0,0.0,0,0
R04652,0.0,0.0,0,0
R04655,0.0,0.0,0,0
R04656,0.0,0.0,0,0
R04664,0.0,0.0,0,0
R04670,0.0,0.0,0,0
R04684,0.0,0.0,0,0
R04713,17.286236095669686,-8.837700469728679,1,1
R04718,0.0,0.0,0,0
R04727,-28.593411764705884,6.239097645747258,0,1
R04732,0.0,0.0,0,0
R04737,0.0,0.0,0,0
R04741,0.0,0.0,0,0
R04750,0.0,0.0,0,0
R04753,0.0,0.0,0,0
R04792,0.0,0.0,0,0
R04799,0.0,0.0,0,0
R04816,0.0,0.0,0,0
R04817,0.0,0.0,0,0
R04842,0.0,0.0,0,0
R04844,0.0,0.0,0,0
R04848,0.0,0.0,0,0
R04852,0.0,0.0,0,0
R04854,0.0,0.0,0,0
R04861,0.0,0.0,0,0
R04864,0.0,0.0,0,0
R04867,0.0,0.0,0,0
R04869,0.0,0.0,0,0
R04870,0.0,0.0,0,0
R04873,0.0,0.0,0,0
R04884,0.0,0.0,0,0
R04886,0.0,0.0,0,0
R04887,0.0,0.0,0,0
R04914,0.0,0.0,0,0
R04915,0.0,0.0,0,0
R04933,0.0,0.0,0,0
R04940,0.0,0.0,0,0
R04945,17.780785477179762,-16.970872110435703,1,1
R04950,-14.235000000000003,-4.666945373467115,0,1
R04954,0.0,0.0,0,0
R04968,0.0,0.0,0,0
R04978,9.984000000000002,-7.625418060200673,1,1
R04986,0.0,0.0,0,0
R04994,7.167999999999999,-7.179487179487182,1,1
R04996,0.0,0.0,0,0
R05006,0.0,0.0,0,0
R05008,4.048559440559444,-16.585198524997857,0,1
R05011,0.0,0.0,0,0
R05012,0.0,0.0,0,0
R05017,0.0,0.0,0,0
R05018,0.0,0.0,0,0
R05029,0.0,0.0,0,0
R05039,22.395018381992053,-12.567007300912351,1,1
R05040,0.0,0.0,0,0
R05041,0.0,0.0,0,0
R05060,0.0,0.0,0,0
R05063,0.0,0.0,0,0
R05067,-13.79663877393171,-12.297273742166006,1,1
R05073,0.0,0.0,0,0
R05079,0.0,0.0,0,0
R05085,0.0,0.0,0,0
R05094,0.0,0.0,0,0
R05095,0.0,0.0,0,0
R05098,0.0,0.0,0,0
R05106,0.0,0.0,0,0
R05114,0.0,0.0,0,0
R05120,0.0,0.0,0,0
R05131,0.0,0.0,0,0
R05139,0.0,0.0,0,0
R05140,0.0,0.0,0,0
R05155,0.0,0.0,0,0
R05158,0.0,0.0,0,0
R05163,13.563991143054293,-14.168627391297267,1,1
R05169,0.0,0.0,0,0
R05177,0.0,0.0,0,0
R05182,21.75268571428571,1.337792642140471,0,1
R05183,0.0,0.0,0,0
R05200,0.0,0.0,0,0
R05202,0.0,0.0,0,0
R05203,0.0,0.0,0,0
R05206,0.0,0.0,0,0
R05207,0.0,0.0,0,0
R05210,0.0,0.0,0,0
R05214,0.0,0.0,0,0
R05218,0.0,0.0,0,0
R05220,0.0,0.0,0,0
R05225,0.0,0.0,0,0
R05228,-28.077714285714286,9.270265965918139,0,1
R05240,0.0,0.0,0,0
R05258,0.0,0.0,0,0
R05278,0.0,0.0,0,0
R05279,0.0,0.0,0,0
R05291,0.0,0.0,0,0
R05292,0.0,0.0,0,0
R05303,0.0,0.0,0,0
R05309,0.0,0.0,0,0
R05311,0.0,0.0,0,0
R05319,0.0,0.0,0,0
R05320,5.774328343130284,-11.106143833659592,1,1
R05321,0.0,0.0,0,0
R05328,0.0,0.0,0,0
R05334,0.0,0.0,0,0
R05335,25.792,-20.468227424749166,1,1
R05339,0.0,0.0,0,0
R05344,0.0,0.0,0,0
R05349,0.0,0.0,0,0
R05357,0.0,0.0,0,0
R05358,0.0,0.0,0,0
R05363,0.0,0.0,0,0
R05374,0.0,0.0,0,0
R05379,0.0,0.0,0,0
R05391,0.0,0.0,0,0
R05394,0.0,0.0,0,0
R05395,11.272911392405057,-12.908852292451634,1,1
R05396,0.0,0.0,0,0
R05406,0.0,0.0,0,0
R05407,0.0,0.0,0,0
R05410,0.0,0.0,0,0
R05434,0.0,0.0,0,0
R05439,0.0,0.0,0,0
R05448,0.0,0.0,0,0
